Population,Bag,Oyster,Status,Age,Site,Year
MV,1,6,1,12,Wickford,2023
MV,1,7,1,12,Wickford,2023
MV,1,8,1,12,Wickford,2023
MV,1,9,1,12,Wickford,2023
MV,1,10,1,12,Wickford,2023
MV,1,11,1,12,Wickford,2023
MV,1,12,1,12,Wickford,2023
MV,1,13,1,12,Wickford,2023
MV,1,14,1,12,Wickford,2023
MV,1,15,1,12,Wickford,2023
MV,1,16,1,12,Wickford,2023
MV,1,17,1,12,Wickford,2023
MV,1,18,1,12,Wickford,2023
MV,1,19,1,12,Wickford,2023
MV,1,20,1,12,Wickford,2023
MV,1,21,1,12,Wickford,2023
MV,1,22,1,12,Wickford,2023
MV,1,23,1,12,Wickford,2023
MV,1,24,1,12,Wickford,2023
MV,1,25,1,12,Wickford,2023
MV,1,26,1,12,Wickford,2023
MV,1,27,1,12,Wickford,2023
MV,1,28,1,12,Wickford,2023
MV,1,29,1,12,Wickford,2023
MV,1,30,1,12,Wickford,2023
MV,1,31,1,12,Wickford,2023
MV,1,32,1,12,Wickford,2023
CL2,1,1,1,12,Wickford,2023
CL2,1,2,1,12,Wickford,2023
CL2,1,3,1,12,Wickford,2023
CL2,1,4,1,12,Wickford,2023
CL2,1,5,1,12,Wickford,2023
CL2,1,6,1,12,Wickford,2023
CL2,1,7,1,12,Wickford,2023
CL2,1,8,1,12,Wickford,2023
CL2,1,9,1,12,Wickford,2023
CL2,1,10,1,12,Wickford,2023
CL2,1,11,1,12,Wickford,2023
CL2,1,12,1,12,Wickford,2023
CL2,1,13,1,12,Wickford,2023
CL2,1,14,1,12,Wickford,2023
CL2,1,15,1,12,Wickford,2023
CL2,1,16,1,12,Wickford,2023
CL2,1,17,1,12,Wickford,2023
CL2,1,18,1,12,Wickford,2023
CL2,1,19,1,12,Wickford,2023
CL2,1,20,1,12,Wickford,2023
CL2,1,21,1,12,Wickford,2023
CL2,1,22,1,12,Wickford,2023
CL2,1,23,1,12,Wickford,2023
CL2,2,1,1,12,Wickford,2023
CL2,2,2,1,12,Wickford,2023
CL2,2,3,1,12,Wickford,2023
CL2,2,4,1,12,Wickford,2023
CL2,2,5,1,12,Wickford,2023
CL2,2,6,1,12,Wickford,2023
CL2,2,7,1,12,Wickford,2023
CL2,2,8,1,12,Wickford,2023
CL2,2,9,1,12,Wickford,2023
CL2,2,10,1,12,Wickford,2023
CL2,2,11,1,12,Wickford,2023
CL2,2,12,1,12,Wickford,2023
CL2,2,13,1,12,Wickford,2023
CL2,2,14,1,12,Wickford,2023
CL2,2,15,1,12,Wickford,2023
CL2,2,16,1,12,Wickford,2023
CL2,2,17,1,12,Wickford,2023
CL2,2,18,1,12,Wickford,2023
CL2,2,19,1,12,Wickford,2023
CL2,2,20,1,12,Wickford,2023
CL2,2,21,1,12,Wickford,2023
CL2,2,22,1,12,Wickford,2023
CL2,2,23,1,12,Wickford,2023
CL2,2,24,1,12,Wickford,2023
CL2,2,25,1,12,Wickford,2023
CL2,2,26,1,12,Wickford,2023
CL2,2,27,1,12,Wickford,2023
CL2,3,1,1,12,Wickford,2023
CL2,3,2,1,12,Wickford,2023
CL2,3,3,1,12,Wickford,2023
CL2,3,4,1,12,Wickford,2023
CL2,3,5,1,12,Wickford,2023
CL2,3,6,1,12,Wickford,2023
CL2,3,7,1,12,Wickford,2023
CL2,3,8,1,12,Wickford,2023
CL2,3,9,1,12,Wickford,2023
CL2,3,10,1,12,Wickford,2023
CL2,3,11,1,12,Wickford,2023
CL2,3,12,1,12,Wickford,2023
CL2,3,13,1,12,Wickford,2023
CL2,3,14,1,12,Wickford,2023
CL2,3,15,1,12,Wickford,2023
CL2,3,16,1,12,Wickford,2023
CL2,3,17,1,12,Wickford,2023
CL2,3,18,1,12,Wickford,2023
CL2,3,19,1,12,Wickford,2023
CL2,3,20,1,12,Wickford,2023
CL2,3,21,1,12,Wickford,2023
CL2,3,22,1,12,Wickford,2023
CL2,3,23,1,12,Wickford,2023
CL2,3,24,1,12,Wickford,2023
CL2,3,25,1,12,Wickford,2023
CL2,3,26,1,12,Wickford,2023
CL2,3,27,1,12,Wickford,2023
CL1,1,1,1,12,Wickford,2023
CL1,1,2,1,12,Wickford,2023
CL1,1,3,1,12,Wickford,2023
CL1,1,4,1,12,Wickford,2023
CL1,1,5,1,12,Wickford,2023
CL1,1,6,1,12,Wickford,2023
CL1,1,7,1,12,Wickford,2023
CL1,1,8,1,12,Wickford,2023
CL1,1,9,1,12,Wickford,2023
CL1,1,10,1,12,Wickford,2023
CL1,1,11,1,12,Wickford,2023
CL1,1,12,1,12,Wickford,2023
CL1,1,13,1,12,Wickford,2023
CL1,1,14,1,12,Wickford,2023
CL1,1,15,1,12,Wickford,2023
CL1,1,16,1,12,Wickford,2023
CL1,1,17,1,12,Wickford,2023
CL1,1,18,1,12,Wickford,2023
CL1,1,19,1,12,Wickford,2023
CL1,1,20,1,12,Wickford,2023
CL1,1,21,1,12,Wickford,2023
CL1,1,22,1,12,Wickford,2023
CL1,1,23,1,12,Wickford,2023
CL1,1,24,1,12,Wickford,2023
CL1,1,25,1,12,Wickford,2023
CL1,1,26,1,12,Wickford,2023
CL1,1,27,1,12,Wickford,2023
CL1,1,28,1,12,Wickford,2023
CL1,1,29,1,12,Wickford,2023
CL1,1,30,1,12,Wickford,2023
CL1,1,31,1,12,Wickford,2023
CL1,1,32,1,12,Wickford,2023
CL1,1,33,1,12,Wickford,2023
CL1,1,34,1,12,Wickford,2023
CL1,1,35,1,12,Wickford,2023
CL1,1,36,1,12,Wickford,2023
CL1,1,37,1,12,Wickford,2023
CL1,1,38,1,12,Wickford,2023
CL1,1,39,1,12,Wickford,2023
CL1,1,40,1,12,Wickford,2023
CL1,2,1,1,12,Wickford,2023
CL1,2,2,1,12,Wickford,2023
CL1,2,3,1,12,Wickford,2023
CL1,2,4,1,12,Wickford,2023
CL1,2,5,1,12,Wickford,2023
CL1,2,6,1,12,Wickford,2023
CL1,2,7,1,12,Wickford,2023
CL1,2,8,1,12,Wickford,2023
CL1,2,9,1,12,Wickford,2023
CL1,2,10,1,12,Wickford,2023
CL1,2,11,1,12,Wickford,2023
CL1,2,12,1,12,Wickford,2023
CL1,2,13,1,12,Wickford,2023
CL1,2,14,1,12,Wickford,2023
CL1,2,15,1,12,Wickford,2023
CL1,2,16,1,12,Wickford,2023
CL1,2,17,1,12,Wickford,2023
CL1,2,18,1,12,Wickford,2023
CL1,2,19,1,12,Wickford,2023
CL1,2,20,1,12,Wickford,2023
CL1,2,21,1,12,Wickford,2023
CL1,2,22,1,12,Wickford,2023
CL1,2,23,1,12,Wickford,2023
CL1,2,24,1,12,Wickford,2023
CL1,2,25,1,12,Wickford,2023
CL1,2,26,1,12,Wickford,2023
CL1,2,27,1,12,Wickford,2023
CL1,2,28,1,12,Wickford,2023
CL1,2,29,1,12,Wickford,2023
CL1,2,30,1,12,Wickford,2023
CL1,2,31,1,12,Wickford,2023
CL1,2,32,1,12,Wickford,2023
CL1,2,33,1,12,Wickford,2023
CL1,2,34,1,12,Wickford,2023
CL1,2,35,1,12,Wickford,2023
CL1,2,36,1,12,Wickford,2023
CL1,2,37,1,12,Wickford,2023
CL1,2,38,1,12,Wickford,2023
CL1,2,39,1,12,Wickford,2023
CL1,2,40,1,12,Wickford,2023
CL1,2,41,1,12,Wickford,2023
CL1,2,42,1,12,Wickford,2023
CL1,2,43,1,12,Wickford,2023
CL1,2,44,1,12,Wickford,2023
CL1,2,45,1,12,Wickford,2023
CL1,3,1,1,12,Wickford,2023
CL1,3,2,1,12,Wickford,2023
CL1,3,3,1,12,Wickford,2023
CL1,3,4,1,12,Wickford,2023
CL1,3,5,1,12,Wickford,2023
CL1,3,6,1,12,Wickford,2023
CL1,3,7,1,12,Wickford,2023
CL1,3,8,1,12,Wickford,2023
CL1,3,9,1,12,Wickford,2023
CL1,3,10,1,12,Wickford,2023
CL1,3,11,1,12,Wickford,2023
CL1,3,12,1,12,Wickford,2023
CL1,3,13,1,12,Wickford,2023
CL1,3,14,1,12,Wickford,2023
CL1,3,15,1,12,Wickford,2023
CL1,3,16,1,12,Wickford,2023
CL1,3,17,1,12,Wickford,2023
CL1,3,18,1,12,Wickford,2023
CL1,3,19,1,12,Wickford,2023
CL1,3,20,1,12,Wickford,2023
CL1,3,21,1,12,Wickford,2023
CL1,3,22,1,12,Wickford,2023
CL1,3,23,1,12,Wickford,2023
CL1,3,24,1,12,Wickford,2023
CL1,3,25,1,12,Wickford,2023
CL1,3,26,1,12,Wickford,2023
CL1,3,27,1,12,Wickford,2023
CL1,3,28,1,12,Wickford,2023
CL1,3,29,1,12,Wickford,2023
CL1,3,30,1,12,Wickford,2023
CL1,3,31,1,12,Wickford,2023
CL1,3,32,1,12,Wickford,2023
CL1,3,33,1,12,Wickford,2023
CL1,3,34,1,12,Wickford,2023
CL1,3,35,1,12,Wickford,2023
CL1,3,36,1,12,Wickford,2023
CL1,3,37,1,12,Wickford,2023
CL1,3,38,1,12,Wickford,2023
CL1,3,39,1,12,Wickford,2023
CL1,3,40,1,12,Wickford,2023
CL1,3,41,1,12,Wickford,2023
CL1,3,42,1,12,Wickford,2023
GH,1,52,1,14,Wickford,2023
GH,1,53,1,14,Wickford,2023
GH,1,54,0,14,Wickford,2023
GH,1,55,0,14,Wickford,2023
MV,1,33,1,14,Wickford,2023
MV,1,34,1,14,Wickford,2023
MV,1,35,1,14,Wickford,2023
MV,1,36,1,14,Wickford,2023
MV,1,37,1,14,Wickford,2023
MV,1,38,1,14,Wickford,2023
MV,1,39,1,14,Wickford,2023
MV,1,40,1,14,Wickford,2023
MV,1,41,1,14,Wickford,2023
MV,1,42,1,14,Wickford,2023
MV,1,43,1,14,Wickford,2023
MV,1,44,1,14,Wickford,2023
MV,1,45,1,14,Wickford,2023
MV,1,46,1,14,Wickford,2023
MV,1,47,0,14,Wickford,2023
MV,1,48,0,14,Wickford,2023
MV,1,49,0,14,Wickford,2023
MV,1,50,0,14,Wickford,2023
MV,1,51,0,14,Wickford,2023
MV,1,52,0,14,Wickford,2023
MV,1,53,0,14,Wickford,2023
MV,1,54,0,14,Wickford,2023
MV,1,55,0,14,Wickford,2023
CL2,1,24,1,14,Wickford,2023
CL2,1,25,1,14,Wickford,2023
CL2,1,26,1,14,Wickford,2023
CL2,1,27,1,14,Wickford,2023
CL2,1,28,1,14,Wickford,2023
CL2,1,29,1,14,Wickford,2023
CL2,1,30,1,14,Wickford,2023
CL2,1,31,1,14,Wickford,2023
CL2,1,32,1,14,Wickford,2023
CL2,1,33,1,14,Wickford,2023
CL2,1,34,1,14,Wickford,2023
CL2,1,35,1,14,Wickford,2023
CL2,1,36,1,14,Wickford,2023
CL2,1,37,1,14,Wickford,2023
CL2,1,38,1,14,Wickford,2023
CL2,1,39,1,14,Wickford,2023
CL2,1,40,1,14,Wickford,2023
CL2,1,41,1,14,Wickford,2023
CL2,1,42,1,14,Wickford,2023
CL2,1,43,1,14,Wickford,2023
CL2,1,44,1,14,Wickford,2023
CL2,1,45,1,14,Wickford,2023
CL2,1,46,1,14,Wickford,2023
CL2,1,47,1,14,Wickford,2023
CL2,1,48,1,14,Wickford,2023
CL2,1,49,0,14,Wickford,2023
CL2,1,50,0,14,Wickford,2023
CL2,1,51,0,14,Wickford,2023
CL2,1,52,0,14,Wickford,2023
CL2,1,53,0,14,Wickford,2023
CL2,1,54,0,14,Wickford,2023
CL2,1,55,0,14,Wickford,2023
CL2,2,28,1,14,Wickford,2023
CL2,2,29,1,14,Wickford,2023
CL2,2,30,1,14,Wickford,2023
CL2,2,31,1,14,Wickford,2023
CL2,2,32,1,14,Wickford,2023
CL2,2,33,1,14,Wickford,2023
CL2,2,34,1,14,Wickford,2023
CL2,2,35,1,14,Wickford,2023
CL2,2,36,1,14,Wickford,2023
CL2,2,37,1,14,Wickford,2023
CL2,2,38,1,14,Wickford,2023
CL2,2,39,1,14,Wickford,2023
CL2,2,40,1,14,Wickford,2023
CL2,2,41,1,14,Wickford,2023
CL2,2,42,1,14,Wickford,2023
CL2,2,43,1,14,Wickford,2023
CL2,2,44,1,14,Wickford,2023
CL2,2,45,1,14,Wickford,2023
CL2,2,46,1,14,Wickford,2023
CL2,2,47,1,14,Wickford,2023
CL2,2,48,1,14,Wickford,2023
CL2,2,49,1,14,Wickford,2023
CL2,2,50,1,14,Wickford,2023
CL2,2,51,0,14,Wickford,2023
CL2,2,52,0,14,Wickford,2023
CL2,2,53,0,14,Wickford,2023
CL2,2,54,0,14,Wickford,2023
CL2,2,55,0,14,Wickford,2023
CL2,3,28,1,14,Wickford,2023
CL2,3,29,1,14,Wickford,2023
CL2,3,30,1,14,Wickford,2023
CL2,3,31,1,14,Wickford,2023
CL2,3,32,1,14,Wickford,2023
CL2,3,33,1,14,Wickford,2023
CL2,3,34,1,14,Wickford,2023
CL2,3,35,1,14,Wickford,2023
CL2,3,36,1,14,Wickford,2023
CL2,3,37,1,14,Wickford,2023
CL2,3,38,1,14,Wickford,2023
CL2,3,39,1,14,Wickford,2023
CL2,3,40,1,14,Wickford,2023
CL2,3,41,1,14,Wickford,2023
CL2,3,42,1,14,Wickford,2023
CL2,3,43,1,14,Wickford,2023
CL2,3,44,1,14,Wickford,2023
CL2,3,45,1,14,Wickford,2023
CL2,3,46,0,14,Wickford,2023
CL2,3,47,0,14,Wickford,2023
CL2,3,48,0,14,Wickford,2023
CL2,3,49,0,14,Wickford,2023
CL2,3,50,0,14,Wickford,2023
CL2,3,51,0,14,Wickford,2023
CL2,3,52,0,14,Wickford,2023
CL2,3,53,0,14,Wickford,2023
CL2,3,54,0,14,Wickford,2023
CL2,3,55,0,14,Wickford,2023
CL1,1,41,1,14,Wickford,2023
CL1,1,42,1,14,Wickford,2023
CL1,1,43,1,14,Wickford,2023
CL1,1,44,1,14,Wickford,2023
CL1,1,45,1,14,Wickford,2023
CL1,1,46,1,14,Wickford,2023
CL1,1,47,1,14,Wickford,2023
CL1,1,48,1,14,Wickford,2023
CL1,1,49,0,14,Wickford,2023
CL1,1,50,0,14,Wickford,2023
CL1,1,51,0,14,Wickford,2023
CL1,1,52,0,14,Wickford,2023
CL1,1,53,0,14,Wickford,2023
CL1,1,54,0,14,Wickford,2023
CL1,1,55,0,14,Wickford,2023
CL1,2,46,1,14,Wickford,2023
CL1,2,47,1,14,Wickford,2023
CL1,2,48,1,14,Wickford,2023
CL1,2,49,1,14,Wickford,2023
CL1,2,50,1,14,Wickford,2023
CL1,2,51,1,14,Wickford,2023
CL1,2,52,1,14,Wickford,2023
CL1,2,53,0,14,Wickford,2023
CL1,2,54,0,14,Wickford,2023
CL1,2,55,0,14,Wickford,2023
CL1,3,43,1,14,Wickford,2023
CL1,3,44,1,14,Wickford,2023
CL1,3,45,1,14,Wickford,2023
CL1,3,46,1,14,Wickford,2023
CL1,3,47,1,14,Wickford,2023
CL1,3,48,1,14,Wickford,2023
CL1,3,49,1,14,Wickford,2023
CL1,3,50,1,14,Wickford,2023
CL1,3,51,0,14,Wickford,2023
CL1,3,52,0,14,Wickford,2023
CL1,3,53,0,14,Wickford,2023
CL1,3,54,0,14,Wickford,2023
CL1,3,55,0,14,Wickford,2023
